id,price
2591820310,369034.930899003
7974200820,832522.5885433893
7701450110,1111620.860773491
9522300010,1827006.9617474084
9510861140,717146.6278235604
1761300310,236966.4936638529
7732410120,818483.5259202935
7010701383,624022.9183811339
291310170,428240.39465579635
4232901990,589019.5515912737
6840701125,695294.7351109846
3971700580,429877.37174337043
4202400078,234156.29273135235
6064800090,335079.53932750813
2626119028,239611.2583405193
3303980660,1017966.0804787711
862000020,821239.1870921899
2386000070,922464.714715795
1138000450,353554.7670686079
1775800420,458390.2706808864
2291401425,392313.13136487943
2025770560,886493.5107256145
3525069037,669280.4041291812
9324800450,576097.2559061544
8080400136,528870.5889751822
8651540040,507357.81924275716
9407001790,251934.7368038248
1773101530,197543.79087105457
9432900250,339579.6545368088
1794500695,652420.834495479
2220069003,346196.3182381393
923000120,529418.1150063757
5728000060,540511.7547249314
16000200,245305.19612868107
1926059094,414386.5645117555
6672900220,1046513.4691183483
3629860060,826632.3605477822
1822069109,390579.3185374371
6675500105,365759.61626728973
249000180,1850784.8164163018
226059065,503192.66378961643
396100110,260485.372065633
9264450460,342336.2481084142
7853361210,384486.9692167893
9474700020,284447.0003740616
421000455,235895.69469838098
3755200220,405136.56865824974
7960100075,475851.6749011709
9477100490,423111.75463712594
9138100350,737723.0172249512
1624049275,488204.11090502865
2770606890,513995.9107368695
1157200189,377323.8256523842
2770601800,486027.50825328095
9301300805,546217.7432509891
2325069032,1146357.7071380443
1021079099,352021.5851673639
7215730040,737011.0885152213
1853200080,433738.6784341209
3224600340,684873.5273057285
3222049120,429977.9066610604
2113700025,294769.8945170897
7893207925,209307.95566409125
3586501085,591711.5584224691
8024200010,359709.2079992665
7116500705,171548.115645197
1598600209,314145.1976900665
7204200025,899218.3732343008
4206901505,593077.0472501722
2937300440,908922.0504015359
7205000180,334510.76251037506
8718500665,363299.8385990791
5318101765,1002257.3686273046
4122700020,1003360.8100224169
8078700020,515822.73814820923
3303980680,926988.6200189369
8924100372,1205650.5331129464
2781270210,207040.1956368589
519000043,534582.1448751341
3225069301,1443349.3045354423
151000075,761041.1617453907
2297400020,437675.23808821733
6617500085,638205.0992148586
104510180,241487.24421540723
3528900060,967008.2580571016
3345100286,502712.5302443321
1226039130,414781.07354229834
8712100720,794516.9034577952
3037200010,413347.5690295181
3626039268,428862.92587654694
104510230,248263.54627957378
5112800060,392578.18674796965
6072400280,643053.2288128175
5317100570,1176434.3052325156
9528102993,547814.4885508113
2919201095,529179.8589432638
6181400920,253248.55400177013
185000161,241416.4139754465
8691400010,770933.6483174354
3345700165,546632.8616320982
6151800486,231165.96027491704
4340000080,1306873.735839626
4136960010,539114.0554322726
3634100030,298648.72351080284
1624059224,1058711.722966038
2788400090,250839.3558620552
9828200762,436288.8302945042
7524400250,538865.0634447114
3528000290,746030.367829382
5700003630,1984748.4954637124
2720069019,293690.9850071983
7227501170,234584.0532621756
2397101270,640253.7785419927
6792100090,739313.2002918259
2770602265,508883.2837228334
3971700937,277942.3131820619
422049203,223465.07346777475
3076500830,297544.2661870705
1423400260,289635.0310041958
9161100795,445605.3761160019
3126049052,536273.3322643411
5100401468,395966.6788091646
514500235,457106.74500306876
1423200170,190117.19370326237
1402100070,391109.7265319077
624110020,734759.3083734256
2407000145,193515.7137156327
1890000225,786834.4209973582
1320069271,313990.1066477495
5490700085,342995.1922017357
263000155,486415.9017660646
3726800201,442118.665660654
5153200358,291788.49627028784
2725079018,770544.0798748292
7165700200,259036.8085750538
9429000170,601150.9740769713
8718500075,374388.5316987244
1760650950,315510.8269189395
1068000559,1144052.3901069995
4113800500,603463.8747360223
4077800507,519032.6751887296
2725069150,721411.2211299825
4008400035,636871.5018486273
7016310270,438508.7449150036
1432701230,217726.3433369462
3278606050,372000.3333750274
2473350710,364373.12396990246
2185000685,172470.1916399718
7792000025,356184.7710912158
6868200029,477644.95687083044
624069003,774407.4280243217
7431500280,871051.0792340941
3296000040,556180.0892399845
1118001215,1585938.6394055465
6453900040,697827.0178914631
333100209,706631.9735158803
34001765,647659.4403404053
8946700100,374365.11023471295
5561401210,586125.88955769
6671900095,375998.40295030875
3275850020,735115.3614080384
3876300600,401778.94633846777
1450900020,265265.9141558624
8562780280,328923.3139199704
7663700973,340086.01390833245
2126049032,355769.51038300584
1823059159,180681.9386371207
3438503426,282275.13131156727
9297301495,507867.6714152604
7140700850,378139.2506108666
7942601805,709917.5615995855
2555900030,352993.8127514077
2887970040,270394.61622331274
7419700010,613675.7403877827
2239000011,363102.40397914033
9283800050,361419.1605328086
9407001340,281716.7722798542
217500140,497111.58463281865
7212660520,256574.40559910447
3298201170,339142.67454560805
3057000400,266284.78781620844
6865200444,485006.6286575858
6071600340,505070.9671315375
6821600005,719503.0569395986
1235100371,762110.1241468394
7796450340,341760.8898249016
3603000410,159866.72165696125
9297300255,522033.5257925034
9126100850,532662.4636527366
2770601462,497870.22244219447
2599001500,210106.32782855578
1102000095,668655.3129198728
1853080640,936002.5801353093
9551201585,923203.8094611211
3438500796,335884.63999895874
7518504291,508104.47263549623
9269200340,452546.3452027866
715010130,1617792.6421958262
1982201485,603482.4064088105
9526500080,383358.09331389295
9277200180,483167.7369310586
6669150280,304990.37845879217
8917100153,601169.3200592413
3760500516,923530.8615739163
2725069050,909923.2544709946
3332000091,337062.2300078918
8562770080,579662.8180321164
8151601190,271423.1453332019
8563040160,603560.6831059426
240000269,620117.5443634957
4307350200,316295.3325731752
1311910300,266998.0709434195
3574900030,524578.550006779
7853230570,429518.8848281425
320069049,346200.74240358506
9839301060,681217.4664998504
7011201333,607222.7871493364
2781320100,292354.605036948
3421069120,426929.30899898976
7852030320,468250.4832579887
5316101075,2281909.799238434
5309100750,568195.06593533
629000730,725731.6266001349
511700170,292958.689038821
